id,city,type,name,desc,link,put,put_link
190,Anillo,bus,Anillo Central Bus Terminal,Intercity bus terminal with connections across Bolivia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
191,Aroma,plane,Aroma International Airport,Main airport connecting Aroma to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
192,Aroma,bus,Aroma Central Bus Terminal,Intercity bus terminal with connections across Bolivia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
193,Bermejo,plane,Bermejo International Airport,Main airport connecting Bermejo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
194,Bermejo,bus,Bermejo Central Bus Terminal,Intercity bus terminal with connections across Bolivia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
195,Sarajevo,plane,Sarajevo International Airport,Main airport connecting Sarajevo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
196,Sarajevo,bus,Sarajevo Central Bus Terminal,Intercity bus terminal with connections across Bosnia and Herzegovina,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
197,Banja,plane,Banja International Airport,Main airport connecting Banja to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
198,Banja,bus,Banja Central Bus Terminal,Intercity bus terminal with connections across Bosnia and Herzegovina,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
199,Banja Luka,plane,Banja Luka International Airport,Main airport connecting Banja Luka to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
200,Banja Luka,bus,Banja Luka Central Bus Terminal,Intercity bus terminal with connections across Bosnia and Herzegovina,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
201,Bijeljina,plane,Bijeljina International Airport,Main airport connecting Bijeljina to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
202,Bijeljina,bus,Bijeljina Central Bus Terminal,Intercity bus terminal with connections across Bosnia and Herzegovina,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
203,Gaborone,plane,Gaborone International Airport,Main airport connecting Gaborone to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
204,Gaborone,bus,Gaborone Central Bus Terminal,Intercity bus terminal with connections across Botswana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
205,Francistown,plane,Francistown International Airport,Main airport connecting Francistown to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
206,Francistown,bus,Francistown Central Bus Terminal,Intercity bus terminal with connections across Botswana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
207,Orapa,plane,Orapa International Airport,Main airport connecting Orapa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
208,Orapa,bus,Orapa Central Bus Terminal,Intercity bus terminal with connections across Botswana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
209,Serowe,plane,Serowe International Airport,Main airport connecting Serowe to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
210,Serowe,bus,Serowe Central Bus Terminal,Intercity bus terminal with connections across Botswana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
211,Brasília,plane,Brasília International Airport,Main airport connecting Brasília to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
212,Brasília,bus,Brasília Central Bus Terminal,Intercity bus terminal with connections across Brazil,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
213,Abadiania,plane,Abadiania International Airport,Main airport connecting Abadiania to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
214,Abadiania,bus,Abadiania Central Bus Terminal,Intercity bus terminal with connections across Brazil,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
215,Abaetetuba,plane,Abaetetuba International Airport,Main airport connecting Abaetetuba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
216,Abaetetuba,bus,Abaetetuba Central Bus Terminal,Intercity bus terminal with connections across Brazil,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
217,Abelardo Luz,plane,Abelardo Luz International Airport,Main airport connecting Abelardo Luz to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
218,Abelardo Luz,bus,Abelardo Luz Central Bus Terminal,Intercity bus terminal with connections across Brazil,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
219,Diego Garcia,plane,Diego Garcia International Airport,Main airport connecting Diego Garcia to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
220,Diego Garcia,bus,Diego Garcia Central Bus Terminal,Intercity bus terminal with connections across British Indian Ocean Territory,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
221,Carcasse,plane,Carcasse International Airport,Main airport connecting Carcasse to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
222,Carcasse,bus,Carcasse Central Bus Terminal,Intercity bus terminal with connections across British Indian Ocean Territory,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
